epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,2445.49,0.87479,0.87946,1.05987,0.44246,0.71008,0.45722,0.27663,1.20432,1.53899,1.3358,0.00021307,0.00021307,0.00021307
118,2466.33,0.86747,0.88534,1.05726,0.43952,0.70457,0.45369,0.27667,1.19718,1.5366,1.32704,0.00020707,0.00020707,0.00020707
119,2487.29,0.87241,0.87991,1.05793,0.42985,0.71382,0.45465,0.27657,1.20074,1.5704,1.32999,0.000201071,0.000201071,0.000201071
120,2508.16,0.87116,0.88321,1.05403,0.43396,0.70326,0.45668,0.27796,1.20715,1.57367,1.33984,0.000195071,0.000195071,0.000195071
121,2529.02,0.86377,0.87345,1.05375,0.44031,0.68284,0.45084,0.27202,1.21856,1.62416,1.34879,0.000189072,0.000189072,0.000189072
122,2549.82,0.867,0.88264,1.05528,0.42973,0.69458,0.45269,0.27205,1.20931,1.61306,1.339,0.000183073,0.000183073,0.000183073
123,2570.55,0.85804,0.8849,1.04908,0.44057,0.69598,0.4535,0.27428,1.2077,1.58961,1.34253,0.000177073,0.000177073,0.000177073
124,2591.1,0.85632,0.87105,1.05079,0.42897,0.70548,0.45063,0.27249,1.19855,1.5845,1.33427,0.000171074,0.000171074,0.000171074
125,2611.98,0.8543,0.87173,1.05022,0.43204,0.69223,0.44419,0.26902,1.20565,1.61935,1.34173,0.000165074,0.000165074,0.000165074
126,2632.88,0.86167,0.87624,1.05453,0.4316,0.69449,0.44697,0.26987,1.19826,1.62087,1.33704,0.000159075,0.000159075,0.000159075
127,2653.87,0.84869,0.87225,1.04933,0.42397,0.69917,0.44952,0.27245,1.19954,1.6282,1.33399,0.000153076,0.000153076,0.000153076
128,2674.83,0.85876,0.87609,1.049,0.428,0.69024,0.45001,0.27209,1.19782,1.61835,1.33727,0.000147076,0.000147076,0.000147076
129,2695.88,0.84484,0.87044,1.04562,0.42664,0.68926,0.44662,0.26972,1.20148,1.66943,1.33954,0.000141077,0.000141077,0.000141077
130,2716.9,0.85224,0.87169,1.04528,0.42686,0.71345,0.44475,0.27005,1.20222,1.6442,1.3418,0.000135077,0.000135077,0.000135077
131,2737.94,0.83567,0.85505,1.04545,0.4303,0.68956,0.44344,0.26698,1.20324,1.68029,1.34701,0.000129078,0.000129078,0.000129078
